,STAT_CAUSE_DESCR
1471631,Debris Burning
1471632,Equipment Use
1471633,Debris Burning
1471634,Debris Burning
1471635,Debris Burning
1471636,Miscellaneous
1471637,Equipment Use
1471638,Campfire
1471639,Lightning
1471640,Miscellaneous
1471641,Campfire
1471642,Smoking
1471643,Children
1471644,Equipment Use
1471645,Debris Burning
1471646,Debris Burning
1471647,Debris Burning
1471648,Equipment Use
1471649,Debris Burning
1471650,Lightning
1471651,Debris Burning
1471652,Lightning
1471653,Lightning
1471654,Equipment Use
1471655,Debris Burning
1471656,Miscellaneous
1471657,Debris Burning
1471658,Lightning
1471659,Campfire
1471660,Miscellaneous
1471661,Debris Burning
1471662,Children
1471663,Children
1471664,Debris Burning
1471665,Debris Burning
1471666,Miscellaneous
1471667,Missing/Undefined
1471668,Campfire
1471669,Miscellaneous
1471670,Debris Burning
1471671,Miscellaneous
1471672,Debris Burning
1471673,Campfire
1471674,Debris Burning
1471675,Missing/Undefined
1471676,Debris Burning
1471677,Missing/Undefined
1471678,Campfire
1471679,Miscellaneous
1471680,Lightning
1471681,Miscellaneous
1471682,Lightning
1471683,Lightning
1471684,Lightning
1471685,Lightning
1471686,Lightning
1471687,Debris Burning
1471688,Missing/Undefined
1471689,Debris Burning
1471690,Smoking
1471691,Lightning
1471692,Lightning
1471693,Campfire
1471694,Missing/Undefined
1471695,Debris Burning
1471696,Debris Burning
1571327,Miscellaneous
1571328,Miscellaneous
1571329,Campfire
1571330,Campfire
1571331,Miscellaneous
1571332,Arson
1571333,Campfire
1571334,Lightning
1571335,Lightning
1571336,Lightning
1571337,Lightning
1571338,Lightning
1571339,Lightning
1571340,Lightning
1571341,Lightning
1571342,Lightning
1571343,Lightning
1571344,Lightning
1571345,Lightning
1571346,Lightning
1571347,Lightning
1571348,Lightning
1571349,Lightning
1571350,Lightning
1571351,Lightning
1571352,Lightning
1571353,Lightning
1571354,Lightning
1571355,Lightning
1571356,Lightning
1571357,Lightning
1571358,Lightning
1571359,Lightning
1571360,Lightning
1571361,Lightning
1571362,Lightning
1571363,Children
1571364,Debris Burning
1571365,Lightning
1571366,Campfire
1571367,Missing/Undefined
1571368,Missing/Undefined
1571369,Missing/Undefined
1571370,Missing/Undefined
1571371,Lightning
1571372,Missing/Undefined
1571373,Missing/Undefined
1571374,Campfire
1571375,Missing/Undefined
1571376,Missing/Undefined
1571377,Lightning
1571378,Missing/Undefined
1571379,Lightning
1571380,Missing/Undefined
1571381,Missing/Undefined
1571382,Missing/Undefined
1571383,Lightning
1571384,Lightning
1571385,Missing/Undefined
1571386,Missing/Undefined
1571387,Lightning
1571388,Lightning
1571389,Lightning
1571390,Lightning
1571391,Lightning
1571392,Lightning
1571393,Lightning
1571394,Lightning
1571395,Lightning
1571396,Lightning
1571397,Lightning
1571398,Lightning
1571399,Lightning
1571400,Lightning
1571401,Lightning
1571402,Lightning
1571403,Lightning
1571404,Lightning
1571405,Lightning
1571406,Lightning
1571407,Lightning
1571408,Lightning
1571409,Lightning
1571410,Lightning
1571411,Lightning
1571412,Lightning
1571413,Lightning
1571414,Lightning
1571415,Lightning
1571416,Lightning
1571417,Lightning
1571418,Lightning
1571419,Lightning
1571420,Lightning
1571421,Lightning
1571422,Arson
1571423,Lightning
1571424,Lightning
1571425,Lightning
1571426,Lightning
1571427,Debris Burning
1571428,Arson
1571429,Lightning
1571430,Debris Burning
1571431,Lightning
1571432,Missing/Undefined
1571433,Lightning
1571434,Missing/Undefined
1571435,Lightning
1571436,Lightning
1571437,Lightning
1571438,Lightning
1571439,Lightning
1571440,Lightning
1571441,Lightning
1571442,Lightning
1571443,Lightning
1571444,Lightning
1571445,Miscellaneous
1571446,Lightning
1571447,Missing/Undefined
1571448,Lightning
1571449,Lightning
1571450,Missing/Undefined
1571451,Missing/Undefined
1571452,Arson
1571453,Missing/Undefined
1571454,Lightning
1571455,Lightning
1571456,Lightning
1571457,Lightning
1571458,Missing/Undefined
1571459,Lightning
1571460,Missing/Undefined
1571461,Lightning
1571462,Lightning
1571463,Lightning
1571464,Lightning
1571465,Lightning
1571466,Lightning
1571467,Lightning
1571468,Lightning
1571469,Lightning
1571470,Lightning
1571471,Lightning
1571472,Powerline
1571473,Lightning
1571474,Missing/Undefined
1571475,Missing/Undefined
1571476,Missing/Undefined
1571477,Missing/Undefined
1571478,Missing/Undefined
1571479,Miscellaneous
1571480,Lightning
1571481,Lightning
1571482,Lightning
1571483,Missing/Undefined
1582783,Lightning
1582784,Lightning
1582785,Lightning
1582786,Lightning
1582822,Campfire
1582824,Lightning
1582838,Lightning
1582841,Lightning
1582900,Lightning
1582953,Lightning
1582954,Lightning
1583029,Campfire
1583119,Campfire
1583166,Lightning
1583168,Lightning
1583169,Lightning
1583283,Debris Burning
1583284,Missing/Undefined
1583285,Miscellaneous
1583286,Miscellaneous
1583287,Miscellaneous
1583288,Lightning
1583289,Missing/Undefined
1583290,Debris Burning
1583291,Debris Burning
1583292,Smoking
1583293,Debris Burning
1583294,Debris Burning
1583295,Lightning
1583296,Debris Burning
1583297,Missing/Undefined
1583298,Miscellaneous
1583299,Debris Burning
1583300,Campfire
1583301,Debris Burning
1583302,Lightning
1583303,Lightning
1583304,Miscellaneous
1583305,Campfire
1583306,Debris Burning
1583307,Miscellaneous
1583308,Missing/Undefined
1583309,Miscellaneous
1583310,Debris Burning
1583311,Equipment Use
1583312,Debris Burning
1583313,Campfire
1583314,Miscellaneous
1583315,Lightning
1583316,Miscellaneous
1583317,Children
1583318,Debris Burning
1583319,Miscellaneous
1583320,Debris Burning
1583321,Debris Burning
1583322,Children
1583323,Miscellaneous
1583324,Lightning
1583325,Campfire
1583326,Campfire
1583327,Miscellaneous
1583328,Debris Burning
1583329,Campfire
1583330,Campfire
1583331,Miscellaneous
1583332,Missing/Undefined
1583333,Debris Burning
1583334,Debris Burning
1583335,Miscellaneous
1583336,Miscellaneous
1583337,Equipment Use
1583338,Missing/Undefined
1583339,Debris Burning
1583340,Equipment Use
1583341,Debris Burning
1583342,Debris Burning
1583343,Miscellaneous
1583344,Debris Burning
1583345,Debris Burning
1583346,Equipment Use
1583347,Lightning
1583348,Missing/Undefined
1583349,Equipment Use
1583350,Lightning
1583351,Missing/Undefined
1583352,Campfire
1583353,Equipment Use
1583354,Campfire
1583355,Miscellaneous
1583356,Debris Burning
1583357,Equipment Use
1583358,Campfire
1583359,Miscellaneous
1583360,Debris Burning
1583361,Debris Burning
1583362,Equipment Use
1583363,Campfire
1583364,Campfire
1583365,Miscellaneous
1583366,Miscellaneous
1583367,Campfire
1583368,Lightning
1583369,Lightning
1583370,Debris Burning
1583371,Debris Burning
1583372,Children
1583373,Miscellaneous
1583374,Children
1583375,Lightning
1583376,Equipment Use
1583377,Debris Burning
1583378,Debris Burning
1583379,Equipment Use
1583380,Miscellaneous
1583381,Debris Burning
1583382,Debris Burning
1583383,Railroad
1583384,Debris Burning
1583385,Debris Burning
1583386,Debris Burning
1583387,Smoking
1583388,Miscellaneous
1583389,Lightning
1583390,Miscellaneous
1583391,Lightning
1583392,Equipment Use
1583393,Miscellaneous
1583394,Campfire
1583395,Miscellaneous
1583396,Debris Burning
1583397,Miscellaneous
1583398,Miscellaneous
1583399,Debris Burning
1583400,Miscellaneous
1583401,Miscellaneous
1583402,Missing/Undefined
1583403,Equipment Use
1583404,Miscellaneous
1583405,Lightning
1583406,Campfire
1583407,Debris Burning
1583408,Missing/Undefined
1583409,Children
1583410,Campfire
1583411,Debris Burning
1583412,Miscellaneous
1583413,Miscellaneous
1583414,Debris Burning
1583415,Campfire
1583416,Equipment Use
1583417,Debris Burning
1583418,Debris Burning
1583419,Miscellaneous
1583420,Campfire
1583421,Miscellaneous
1583422,Miscellaneous
1583423,Miscellaneous
1583424,Miscellaneous
1583425,Campfire
1583426,Missing/Undefined
1583427,Miscellaneous
1583428,Miscellaneous
1583429,Campfire
1583430,Campfire
1583431,Miscellaneous
1583432,Campfire
1583433,Lightning
1583434,Campfire
1583435,Debris Burning
1583436,Debris Burning
1583437,Children
1583438,Miscellaneous
1583439,Arson
1583440,Debris Burning
1583441,Children
1583442,Campfire
1583443,Miscellaneous
1583444,Missing/Undefined
1583445,Miscellaneous
1583446,Children
1583447,Debris Burning
1583448,Miscellaneous
1583449,Debris Burning
1583450,Lightning
1583451,Campfire
1583452,Debris Burning
1583453,Campfire
1583454,Debris Burning
1583455,Debris Burning
1583456,Miscellaneous
1583457,Debris Burning
1583458,Campfire
1583459,Campfire
1583460,Miscellaneous
1583461,Campfire
1583462,Lightning
1583463,Campfire
1583464,Arson
1583465,Debris Burning
1583466,Debris Burning
1583467,Lightning
1583468,Missing/Undefined
1583469,Debris Burning
1583470,Debris Burning
1583471,Lightning
1583472,Lightning
1583473,Campfire
1583474,Debris Burning
1583475,Equipment Use
1583476,Miscellaneous
1583477,Miscellaneous
1583478,Campfire
1583479,Miscellaneous
1583480,Lightning
1583481,Miscellaneous
1583482,Miscellaneous
1583483,Miscellaneous
1583484,Debris Burning
1583485,Campfire
1583486,Equipment Use
1583487,Miscellaneous
1583488,Children
1583489,Missing/Undefined
1583490,Debris Burning
1583491,Children
1583492,Debris Burning
1583493,Debris Burning
1583494,Miscellaneous
1583495,Equipment Use
1583496,Debris Burning
1583497,Campfire
1583498,Campfire
1583499,Lightning
1583500,Lightning
1583501,Miscellaneous
1583502,Miscellaneous
1583503,Debris Burning
1583504,Miscellaneous
1583505,Debris Burning
1583506,Equipment Use
1583507,Campfire
1583508,Campfire
1583509,Miscellaneous
1583510,Campfire
1583511,Miscellaneous
1583512,Missing/Undefined
1583513,Debris Burning
1583514,Miscellaneous
1583515,Debris Burning
1583516,Miscellaneous
1583517,Campfire
1583518,Equipment Use
1642883,Missing/Undefined
1642884,Missing/Undefined
1642885,Lightning
1642886,Campfire
1642887,Debris Burning
1642888,Missing/Undefined
1642889,Miscellaneous
1642890,Missing/Undefined
1642891,Lightning
1642892,Debris Burning
1642893,Missing/Undefined
1642894,Debris Burning
1642895,Missing/Undefined
1642896,Missing/Undefined
1642897,Debris Burning
1642898,Campfire
1642899,Missing/Undefined
1642900,Debris Burning
1642901,Missing/Undefined
1642902,Lightning
1642903,Lightning
1642904,Lightning
1642905,Lightning
1642906,Lightning
1642907,Missing/Undefined
1642908,Missing/Undefined
1642909,Missing/Undefined
1642910,Missing/Undefined
1642911,Missing/Undefined
1642912,Debris Burning
1642913,Debris Burning
1642914,Missing/Undefined
1642915,Missing/Undefined
1642916,Lightning
1642917,Missing/Undefined
1642918,Missing/Undefined
1642919,Missing/Undefined
1642920,Miscellaneous
1642921,Missing/Undefined
1642922,Lightning
1642923,Lightning
1642924,Lightning
1642925,Lightning
1642926,Lightning
1642927,Lightning
1642928,Lightning
1642929,Lightning
1642930,Missing/Undefined
1642931,Lightning
1642932,Lightning
1642933,Lightning
1642934,Missing/Undefined
1642935,Missing/Undefined
1642936,Missing/Undefined
1642937,Lightning
1642938,Lightning
1642939,Missing/Undefined
1642940,Missing/Undefined
1642941,Lightning
1642942,Arson
1642943,Lightning
1642944,Lightning
1642945,Missing/Undefined
1642946,Missing/Undefined
1642947,Missing/Undefined
1642948,Lightning
1642949,Lightning
1642950,Lightning
1642951,Lightning
1642952,Lightning
1642953,Lightning
1642954,Lightning
1642955,Lightning
1642956,Lightning
1642957,Lightning
1642958,Lightning
1642959,Missing/Undefined
1642960,Lightning
1642961,Equipment Use
1642962,Arson
1642963,Lightning
1642964,Lightning
1642965,Lightning
1642966,Lightning
1642967,Lightning
1642968,Lightning
1642969,Missing/Undefined
1642970,Lightning
1642971,Lightning
1642972,Lightning
1642973,Lightning
1642974,Lightning
1642975,Lightning
1642976,Lightning
1642977,Lightning
1642978,Lightning
1642979,Lightning
1642980,Lightning
1642981,Lightning
1642982,Lightning
1642983,Lightning
1642984,Equipment Use
1642985,Miscellaneous
1642986,Lightning
1642987,Lightning
1642988,Missing/Undefined
1642989,Lightning
1642990,Lightning
1642991,Lightning
1642992,Lightning
1642993,Lightning
1642994,Lightning
1642995,Lightning
1642996,Lightning
1642997,Lightning
1642998,Lightning
1642999,Lightning
1643000,Lightning
1643001,Lightning
1643002,Lightning
1643003,Lightning
1643004,Lightning
1643005,Lightning
1643006,Lightning
1643007,Lightning
1643008,Lightning
1643009,Lightning
1643010,Lightning
1643011,Lightning
1643012,Lightning
1643013,Lightning
1643014,Lightning
1643015,Lightning
1643016,Lightning
1643017,Lightning
1643018,Lightning
1643019,Lightning
1643020,Campfire
1643021,Missing/Undefined
1643022,Lightning
1643023,Lightning
1643024,Lightning
1643025,Lightning
1643026,Lightning
1643027,Lightning
1643028,Lightning
1643029,Lightning
1643030,Lightning
1643031,Lightning
1643032,Lightning
1643033,Lightning
1643034,Lightning
1643035,Lightning
1643036,Powerline
1643037,Lightning
1643038,Lightning
1643039,Lightning
1643040,Lightning
1643041,Lightning
1643042,Lightning
1643043,Missing/Undefined
1643044,Lightning
1643045,Lightning
1643046,Missing/Undefined
1643047,Lightning
1643048,Powerline
1643049,Lightning
1643050,Lightning
1643051,Lightning
1643052,Debris Burning
1643053,Miscellaneous
1643054,Missing/Undefined
1643055,Lightning
1643056,Lightning
1643057,Missing/Undefined
1643058,Lightning
1643059,Lightning
1643060,Lightning
1643061,Campfire
1643062,Missing/Undefined
1643063,Campfire
1643064,Lightning
1643065,Lightning
1643066,Lightning
1643067,Missing/Undefined
1643068,Lightning
1643069,Lightning
1643070,Campfire
1643071,Lightning
1643072,Lightning
1643073,Lightning
1643074,Lightning
1643075,Lightning
1643076,Lightning
1643077,Campfire
1643078,Campfire
1643079,Lightning
1643080,Lightning
1643081,Missing/Undefined
1643082,Children
1643083,Missing/Undefined
1643084,Lightning
1643085,Lightning
1643086,Lightning
1643087,Lightning
1643088,Missing/Undefined
1643089,Lightning
1643090,Lightning
1643091,Missing/Undefined
1643092,Lightning
1643093,Lightning
1643094,Missing/Undefined
1643095,Missing/Undefined
1643096,Missing/Undefined
1643097,Lightning
1643098,Missing/Undefined
1643099,Arson
1643100,Miscellaneous
1643101,Powerline
1643102,Missing/Undefined
1643103,Missing/Undefined
1643104,Missing/Undefined
1643105,Lightning
1643106,Campfire
1643107,Lightning
1643108,Missing/Undefined
1651252,Lightning
1651309,Lightning
1651314,Lightning
1651439,Missing/Undefined
1651455,Lightning
1651782,Lightning
1651783,Lightning
1651784,Missing/Undefined
1651785,Campfire
1651786,Debris Burning
1651787,Debris Burning
1651788,Debris Burning
1651789,Campfire
1651790,Missing/Undefined
1651791,Debris Burning
1651792,Lightning
1651793,Debris Burning
1651794,Miscellaneous
1651795,Equipment Use
1651796,Miscellaneous
1651797,Smoking
1651798,Debris Burning
1651799,Debris Burning
1651800,Campfire
1651801,Campfire
1651802,Miscellaneous
1651803,Lightning
1651804,Debris Burning
1651805,Campfire
1651806,Equipment Use
1651807,Debris Burning
1651808,Debris Burning
1651809,Missing/Undefined
1651810,Equipment Use
1651811,Campfire
1651812,Miscellaneous
1651813,Campfire
1651814,Campfire
1651815,Campfire
1651816,Miscellaneous
1651817,Debris Burning
1651818,Lightning
1651819,Lightning
1651820,Debris Burning
1651821,Debris Burning
1651822,Equipment Use
1651823,Lightning
1651824,Lightning
1651825,Campfire
1651826,Debris Burning
1651827,Debris Burning
1651828,Debris Burning
1651829,Campfire
1651830,Debris Burning
1651831,Debris Burning
1651832,Debris Burning
1651833,Debris Burning
1651834,Miscellaneous
1651835,Debris Burning
1651836,Debris Burning
1651837,Debris Burning
1651838,Campfire
1651839,Campfire
1651840,Miscellaneous
1651841,Campfire
1651842,Campfire
1651843,Campfire
1651844,Missing/Undefined
1651845,Debris Burning
1651846,Miscellaneous
1651847,Miscellaneous
1651848,Miscellaneous
1651849,Miscellaneous
1651850,Debris Burning
1651851,Miscellaneous
1651852,Debris Burning
1651853,Miscellaneous
1651854,Miscellaneous
1651855,Equipment Use
1651856,Smoking
1651857,Equipment Use
1651858,Lightning
1651859,Debris Burning
1651860,Lightning
1651861,Miscellaneous
1651862,Debris Burning
1651863,Miscellaneous
1651864,Lightning
1651865,Debris Burning
1651866,Lightning
1651867,Lightning
1651868,Lightning
1651869,Debris Burning
1651870,Lightning
1651871,Lightning
1651872,Lightning
1651873,Debris Burning
1651874,Debris Burning
1651875,Debris Burning
1651876,Debris Burning
1651877,Debris Burning
1651878,Debris Burning
1651879,Children
1651880,Debris Burning
1651881,Lightning
1651882,Campfire
1651883,Equipment Use
1651884,Smoking
1651885,Debris Burning
1651886,Lightning
1651887,Missing/Undefined
1651888,Miscellaneous
1651889,Campfire
1651890,Debris Burning
1651891,Campfire
1651892,Missing/Undefined
1651893,Debris Burning
1651894,Debris Burning
1651895,Miscellaneous
1651896,Lightning
1651897,Lightning
1651898,Miscellaneous
1651899,Debris Burning
1651900,Miscellaneous
1651901,Lightning
1651902,Lightning
1651903,Lightning
1651904,Debris Burning
1651905,Lightning
1651906,Lightning
1651907,Miscellaneous
1651908,Debris Burning
1651909,Debris Burning
1651910,Equipment Use
1651911,Debris Burning
1651912,Campfire
1651913,Miscellaneous
1651914,Debris Burning
1651915,Debris Burning
1651916,Miscellaneous
1651917,Equipment Use
1651918,Miscellaneous
1651919,Debris Burning
1651920,Debris Burning
1651921,Campfire
1651922,Debris Burning
1651923,Debris Burning
1651924,Debris Burning
1651925,Debris Burning
1651926,Arson
1651927,Campfire
1651928,Miscellaneous
1651929,Campfire
1651930,Miscellaneous
1651931,Campfire
1651932,Miscellaneous
1651933,Miscellaneous
1651934,Equipment Use
1651935,Debris Burning
1651936,Campfire
1651937,Miscellaneous
1651938,Campfire
1651939,Miscellaneous
1651940,Debris Burning
1651941,Missing/Undefined
1651942,Lightning
1651943,Lightning
1651944,Debris Burning
1651945,Equipment Use
1651946,Miscellaneous
1651947,Equipment Use
1651948,Miscellaneous
1651949,Debris Burning
1651950,Equipment Use
1651951,Debris Burning
1651952,Campfire
1651953,Equipment Use
1651954,Lightning
1651955,Lightning
1651956,Lightning
1651957,Lightning
1651958,Lightning
1651959,Lightning
1651960,Miscellaneous
1651961,Debris Burning
1651962,Debris Burning
1651963,Debris Burning
1651964,Equipment Use
1651965,Campfire
1651966,Debris Burning
1651967,Arson
1651968,Debris Burning
1651969,Miscellaneous
1651970,Debris Burning
1651971,Debris Burning
1651972,Debris Burning
1651973,Miscellaneous
1651974,Campfire
1651975,Debris Burning
1651976,Missing/Undefined
1651977,Debris Burning
1651978,Campfire
1651979,Lightning
1651980,Debris Burning
1651981,Debris Burning
1651982,Lightning
1651983,Miscellaneous
1651984,Miscellaneous
1651985,Miscellaneous
1651986,Campfire
1651987,Debris Burning
1651988,Debris Burning
1651989,Miscellaneous
1651990,Equipment Use
1651991,Miscellaneous
1651992,Equipment Use
1651993,Missing/Undefined
1651994,Miscellaneous
1651995,Lightning
1651996,Lightning
1651997,Campfire
1651998,Miscellaneous
1651999,Miscellaneous
1652000,Miscellaneous
1652001,Debris Burning
1652002,Missing/Undefined
1652003,Lightning
1652004,Equipment Use
1652005,Lightning
1652006,Lightning
1652007,Lightning
1652008,Lightning
1652009,Lightning
1652010,Campfire
1652011,Campfire
1652012,Children
1652013,Debris Burning
1652014,Debris Burning
1652015,Children
1652016,Debris Burning
1652017,Missing/Undefined
1652018,Campfire
1652019,Campfire
1652020,Campfire
1652021,Debris Burning
1652022,Miscellaneous
1652023,Children
1652024,Campfire
1652025,Debris Burning
1652026,Missing/Undefined
1652027,Debris Burning
1652028,Miscellaneous
1652029,Miscellaneous
1652030,Debris Burning
1652031,Equipment Use
1652032,Campfire
1652033,Equipment Use
1652034,Campfire
1652035,Miscellaneous
1652036,Campfire
1652037,Debris Burning
1652038,Miscellaneous
1652039,Lightning
1652040,Campfire
1652041,Debris Burning
1652042,Debris Burning
1652043,Miscellaneous
1652044,Lightning
1652045,Lightning
1652046,Lightning
1652047,Lightning
1652048,Lightning
1652049,Lightning
1652050,Equipment Use
1652051,Campfire
1652052,Miscellaneous
1652053,Campfire
1652054,Debris Burning
1652055,Debris Burning
1652056,Miscellaneous
1652057,Campfire
1652058,Lightning
1652059,Smoking
1652060,Campfire
1652061,Miscellaneous
1652062,Debris Burning
1652063,Lightning
1652064,Debris Burning
1652065,Equipment Use
1652066,Miscellaneous
1652067,Debris Burning
1652068,Missing/Undefined
1652069,Debris Burning
1652070,Missing/Undefined
1652071,Miscellaneous
1652072,Miscellaneous
1652073,Campfire
1652074,Debris Burning
1652075,Debris Burning
1652076,Missing/Undefined
1652077,Equipment Use
1652078,Miscellaneous
1652079,Missing/Undefined
1652080,Campfire
1652081,Miscellaneous
1652082,Campfire
1652083,Debris Burning
1652084,Debris Burning
1652085,Debris Burning
1652086,Lightning
1652087,Miscellaneous
1652088,Lightning
1652089,Debris Burning
1652090,Arson
1652091,Debris Burning
1652092,Miscellaneous
1652093,Lightning
1652094,Lightning
1652095,Debris Burning
1652096,Lightning
1652097,Lightning
1652098,Children
1652099,Debris Burning
1652100,Debris Burning
1652101,Miscellaneous
1652102,Debris Burning
1652103,Debris Burning
1652104,Miscellaneous
1652105,Campfire
1652106,Debris Burning
1652107,Equipment Use
1652108,Miscellaneous
1652109,Miscellaneous
1652110,Miscellaneous
1652111,Miscellaneous
1652112,Miscellaneous
1652113,Debris Burning
1652114,Debris Burning
1652115,Lightning
1652116,Miscellaneous
1652117,Campfire
1652118,Debris Burning
1652119,Missing/Undefined
1652120,Debris Burning
1652121,Debris Burning
1652122,Campfire
1652123,Debris Burning
1652124,Equipment Use
1652125,Debris Burning
1652126,Debris Burning
1652127,Debris Burning
1652128,Debris Burning
1652129,Equipment Use
1652130,Miscellaneous
1652131,Campfire
1652132,Miscellaneous
1652133,Lightning
1652134,Equipment Use
1652135,Debris Burning
1652136,Debris Burning
1652137,Miscellaneous
1652138,Miscellaneous
1652139,Equipment Use
1652140,Lightning
1652141,Lightning
1652142,Lightning
1721826,Lightning
1721827,Lightning
1721839,Lightning
1721873,Lightning
1728615,Campfire
1728616,Debris Burning
1728617,Arson
1728618,Arson
1728619,Campfire
1728620,Debris Burning
1728621,Arson
1728622,Arson
1728623,Campfire
1728624,Campfire
1728625,Campfire
1728626,Campfire
1728627,Campfire
1728628,Campfire
1728629,Arson
1728630,Campfire
1728810,Missing/Undefined
1728828,Campfire
1728829,Miscellaneous
1728830,Miscellaneous
1728853,Lightning
1728888,Lightning
1728889,Lightning
1728890,Lightning
1728891,Lightning
1728893,Lightning
1728960,Lightning
1728961,Lightning
1728962,Lightning
1728963,Lightning
1728964,Lightning
1729006,Miscellaneous
1729007,Campfire
1729045,Miscellaneous
1729046,Miscellaneous
1729047,Miscellaneous
1729048,Miscellaneous
1729071,Arson
1729072,Lightning
1729073,Missing/Undefined
1729074,Miscellaneous
1729075,Campfire
1729076,Arson
1729077,Arson
1729078,Arson
1729079,Arson
1729080,Arson
1729081,Debris Burning
1729082,Missing/Undefined
1729083,Powerline
1729084,Debris Burning
1729085,Miscellaneous
1729086,Missing/Undefined
1729087,Miscellaneous
1729088,Campfire
1729089,Missing/Undefined
1729090,Missing/Undefined
1729091,Campfire
1729092,Arson
1729093,Lightning
1729094,Lightning
1729095,Missing/Undefined
1729096,Powerline
1729097,Lightning
1729098,Debris Burning
1729099,Lightning
1729100,Lightning
1729101,Lightning
1729102,Lightning
1729103,Lightning
1729104,Lightning
1729105,Missing/Undefined
1729106,Miscellaneous
1729107,Debris Burning
1729108,Missing/Undefined
1729109,Debris Burning
1729110,Equipment Use
1729111,Missing/Undefined
1729112,Lightning
1729113,Lightning
1729114,Lightning
1729115,Lightning
1729116,Lightning
1729117,Lightning
1729118,Lightning
1729119,Lightning
1729120,Lightning
1729121,Missing/Undefined
1729122,Missing/Undefined
1729123,Lightning
1729124,Lightning
1729125,Lightning
1729126,Missing/Undefined
1729127,Lightning
1729128,Lightning
1729129,Lightning
1729130,Lightning
1729131,Lightning
1729132,Lightning
1729133,Lightning
1729134,Lightning
1729135,Missing/Undefined
1729136,Missing/Undefined
1729137,Lightning
1729138,Lightning
1729139,Lightning
1729140,Missing/Undefined
1729141,Lightning
1729142,Missing/Undefined
1729143,Missing/Undefined
1729144,Missing/Undefined
1729145,Missing/Undefined
1729146,Campfire
1729147,Missing/Undefined
1729148,Missing/Undefined
1729149,Miscellaneous
1729150,Missing/Undefined
1729151,Missing/Undefined
1729152,Arson
1729153,Missing/Undefined
1736647,Missing/Undefined
1736648,Missing/Undefined
1736649,Missing/Undefined
1736650,Missing/Undefined
1736651,Missing/Undefined
1736652,Missing/Undefined
1736653,Missing/Undefined
1736654,Missing/Undefined
1736655,Missing/Undefined
1736656,Missing/Undefined
1736657,Missing/Undefined
1736658,Campfire
1736659,Missing/Undefined
1736660,Missing/Undefined
1736661,Campfire
1736662,Missing/Undefined
1736663,Missing/Undefined
1736664,Missing/Undefined
1736665,Missing/Undefined
1736666,Missing/Undefined
1736667,Missing/Undefined
1736668,Missing/Undefined
1736669,Missing/Undefined
1736670,Missing/Undefined
1736671,Missing/Undefined
1736672,Missing/Undefined
1736673,Missing/Undefined
1736674,Lightning
1736675,Missing/Undefined
1736676,Missing/Undefined
1736677,Missing/Undefined
1736678,Missing/Undefined
1736679,Missing/Undefined
1736680,Missing/Undefined
1736681,Lightning
1736682,Missing/Undefined
1736683,Missing/Undefined
1736684,Missing/Undefined
1736685,Missing/Undefined
1736686,Missing/Undefined
1736687,Missing/Undefined
1736688,Missing/Undefined
1736689,Missing/Undefined
1736690,Missing/Undefined
1736691,Missing/Undefined
1736692,Missing/Undefined
1736693,Missing/Undefined
1736694,Missing/Undefined
1736695,Missing/Undefined
1736696,Lightning
1736697,Missing/Undefined
1736698,Missing/Undefined
1736699,Missing/Undefined
1736700,Missing/Undefined
1736701,Missing/Undefined
1736702,Missing/Undefined
1736703,Missing/Undefined
1736704,Missing/Undefined
1736705,Missing/Undefined
1736706,Missing/Undefined
1736707,Missing/Undefined
1736708,Missing/Undefined
1736709,Missing/Undefined
1736710,Missing/Undefined
1736711,Missing/Undefined
1736712,Missing/Undefined
1736713,Missing/Undefined
1736714,Missing/Undefined
1736715,Missing/Undefined
1736716,Missing/Undefined
1736717,Missing/Undefined
1736718,Missing/Undefined
1736719,Missing/Undefined
1736720,Missing/Undefined
1736721,Missing/Undefined
1736722,Equipment Use
1736723,Missing/Undefined
1736724,Missing/Undefined
1736725,Missing/Undefined
1736726,Missing/Undefined
1736727,Missing/Undefined
1736728,Missing/Undefined
1736729,Missing/Undefined
1736730,Missing/Undefined
1736731,Missing/Undefined
1736732,Missing/Undefined
1736733,Missing/Undefined
1736734,Missing/Undefined
1736735,Missing/Undefined
1736736,Missing/Undefined
1736737,Missing/Undefined
1736738,Missing/Undefined
1736739,Missing/Undefined
1736740,Missing/Undefined
1736741,Lightning
1736742,Lightning
1736743,Arson
1736744,Lightning
1736745,Missing/Undefined
1736746,Missing/Undefined
1736747,Missing/Undefined
1736748,Missing/Undefined
1736749,Missing/Undefined
1736750,Missing/Undefined
1736751,Missing/Undefined
1736752,Missing/Undefined
1736753,Missing/Undefined
1736754,Miscellaneous
1736755,Missing/Undefined
1736756,Missing/Undefined
1736757,Missing/Undefined
1736758,Missing/Undefined
1736759,Missing/Undefined
1736760,Missing/Undefined
1736761,Missing/Undefined
1736762,Missing/Undefined
1736763,Lightning
1736764,Missing/Undefined
1736765,Missing/Undefined
1736766,Missing/Undefined
1736767,Missing/Undefined
1736768,Missing/Undefined
1736769,Missing/Undefined
1736770,Missing/Undefined
1736771,Missing/Undefined
1736772,Missing/Undefined
1736773,Missing/Undefined
1736774,Missing/Undefined
1736775,Missing/Undefined
1736776,Missing/Undefined
1736777,Campfire
1736778,Missing/Undefined
1736779,Missing/Undefined
1736780,Missing/Undefined
1736781,Campfire
1736782,Missing/Undefined
